feature_name,method,category,library_path,description
vlm_membrane_blebbing_severity,vlm,morphology,vlm/vlm_membrane_blebbing_severity/feature.json,Visually assesses the degree of plasma membrane blebbing (irregular bulges) visible in the Actin channel. Blebbing is a key morphological feature distinguishing apoptosis and pyroptosis from healthy cells.
vlm_actin_stress_fiber_abundance,vlm,texture,vlm/vlm_actin_stress_fiber_abundance/feature.json,"Visually scores the abundance of actin stress fibers. High values indicate numerous thick, parallel contractile fibers; low values correspond to cortical or diffuse actin without prominent stress fibers."
vlm_nuclear_shape_irregularity,vlm,morphology,vlm/vlm_nuclear_shape_irregularity/feature.json,"Visually assesses nuclear shape irregularities such as lobulation, folding, or kidney shapes, which are subtle indicators of stress or specific drug effects."
vlm_apoptotic_body_presence,vlm,morphology,vlm/vlm_apoptotic_body_presence/feature.json,"Detects the presence of apoptotic bodies (small, condensed, fragmented cell remnants). Indicates late-stage apoptosis."
vlm_spindle_polarity_defects,vlm,morphology,vlm/vlm_spindle_polarity_defects/feature.json,"Visually identifies defects in spindle polarity, such as multipolar spindles (more than 2 poles). This is associated with centrosome amplification or clustering defects."
vlm_nuclear_texture_heterogeneity,vlm,texture,vlm/vlm_nuclear_texture_heterogeneity/feature.json,"Visually assesses the heterogeneity of nuclear staining (e.g., granular vs smooth). Complements code-based texture metrics with semantic interpretation."
vlm_lamellipodia_presence,vlm,morphology,vlm/vlm_lamellipodia_presence/feature.json,"Detects the visual presence of broad, sheet-like actin protrusions (lamellipodia) at cell edges. This indicates active migration and intact actin polymerization machinery, which may be inhibited by actin-targeting drugs."
vlm_monoastral_spindle_presence,vlm,morphology,vlm/vlm_monoastral_spindle_presence/feature.json,"Visually estimates the prevalence of monoastral spindles (rosette-like chromatin surrounded by a radial microtubule array). This specific phenotype is the hallmark of Eg5 inhibition (e.g., Monastrol) and is visually distinct but hard to cod"
vlm_micronuclei_presence,vlm,morphology,vlm/vlm_micronuclei_presence/feature.json,Uses a VLM to detect the presence of micronuclei (small DAPI-positive bodies distinct from the main nucleus). This is a hallmark of genomic instability and DNA damage.
vlm_multinucleation_count,vlm,morphology,vlm/vlm_multinucleation_count/feature.json,"Visually counts cells that appear to have multiple nuclei within a single cytoplasmic boundary. Multinucleation is a specific sign of cytokinesis failure, often induced by drugs like Cytochalasin or Taxanes."
vlm_invadopodia_like_structures,vlm,morphology,vlm/vlm_invadopodia_like_structures/feature.json,"Visually identifies actin-rich protrusions extending from the cell body, resembling invadopodia. This relates to cell motility and metastatic potential."
vlm_anaphase_bridge_presence,vlm,morphology,vlm/vlm_anaphase_bridge_presence/feature.json,Visually detects DNA bridges connecting separating nuclei (anaphase bridges). This indicates DNA replication stress or telomere fusion/resolution defects.
vlm_cell_rounding_severity,vlm,morphology,vlm/vlm_cell_rounding_severity/feature.json,"Visually scores the prevalence of rounded, bright cells. This morphology is typical of cells in mitosis or cells undergoing detachment/death."
vlm_overall_sample_debris,vlm,other,vlm/vlm_overall_sample_debris/feature.json,"Visually estimates the amount of cellular debris (small, irregular fragments) in the image. High debris correlates with extensive cell death and lysis."
vlm_nuclear_molding,vlm,morphology,vlm/vlm_nuclear_molding/feature.json,"Visually detects nuclear molding, where nuclei deform against each other or against vacuoles. This indicates crowding or high plasticity."
actin_intensity_std_mean,code,intensity,code/actin_intensity_std_mean/extract.py,"Calculates the standard deviation of Actin intensity within cells. High variance indicates the presence of distinct structures like stress fibers, while low variance suggests diffuse actin staining."
tubulin_radial_distribution_cv,code,distribution,code/tubulin_radial_distribution_cv/extract.py,"Measures the coefficient of variation of Tubulin intensity profiles radiating from the nucleus center to the cell periphery. This captures spatial organization, such as perinuclear clustering vs. uniform distribution."
nuclear_intensity_std,code,intensity,code/nuclear_intensity_std/extract.py,Computes the standard deviation of pixel intensities within segmented nuclei in the DAPI channel. High variation may indicate chromatin condensation or fragmentation associated with apoptosis or DNA damage.
actin_dapi_distance_mean,code,spatial,code/actin_dapi_distance_mean/extract.py,Measures the mean distance between the centroid of the nucleus and the centroid of the cell body (defined by Actin). Large offsets can indicate cell polarization or motility.
mitotic_cell_fraction,code,distribution,code/mitotic_cell_fraction/extract.py,"Estimates the fraction of cells in the image that are in mitosis, defined by high DAPI intensity and high circularity. This quantifies mitotic arrest or proliferation rate."
cytoskeleton_area_mean,code,morphology,code/cytoskeleton_area_mean/extract.py,"Measures the mean area of the cytoplasm (cell area minus nuclear area). This specifically quantifies cell spreading and cytoskeletal volume, independent of nuclear size."
tubulin_spatial_concentration,code,spatial,code/tubulin_spatial_concentration/extract.py,"Measures how concentrated the Tubulin signal is relative to the cell centroid (e.g., second moment of intensity). This helps distinguish between diffuse microtubules and concentrated structures like mitotic spindles."
nuclear_shape_factor_form_factor,code,morphology,code/nuclear_shape_factor_form_factor/extract.py,"Computes the form factor (4*pi*area / perimeter^2) of nuclei. Values close to 1 indicate perfect circles (e.g., healthy or rounded nuclei), while lower values indicate irregular shapes (e.g., blebbing or stress)."
tubulin_fiber_anisotropy_global,code,texture,code/tubulin_fiber_anisotropy_global/extract.py,"Measures the global anisotropy of the Tubulin channel using structure tensors. High anisotropy indicates aligned microtubule bundles (e.g., Taxane effect), while low anisotropy suggests a disorganized or depolymerized network."
actin_texture_haralick_contrast,code,texture,code/actin_texture_haralick_contrast/extract.py,"Computes the Haralick Contrast from the Gray Level Co-occurrence Matrix (GLCM) of the Actin channel. This quantifies the local intensity variation, capturing the roughness or distinctness of cytoskeletal filaments."
actin_boundary_tortuosity_mean,code,morphology,code/actin_boundary_tortuosity_mean/extract.py,"Measures the tortuosity (perimeter / major_axis_length) of the cell boundary defined by Actin. High tortuosity indicates membrane ruffling or irregular protrusions (e.g., invadopodia)."
nucleus_centroid_displacement,code,spatial,code/nucleus_centroid_displacement/extract.py,Calculates the distance between the geometric centroid of the nucleus and the geometric centroid of the whole cell. Large displacement indicates cell polarization or asymmetric spreading.
dapi_boundary_intensity_ratio,code,intensity,code/dapi_boundary_intensity_ratio/extract.py,"Calculates the ratio of DAPI intensity at the nuclear boundary vs. the nuclear center. High boundary intensity can indicate chromatin margination, a feature of early apoptosis."
actin_tubulin_correlation_mean,code,spatial,code/actin_tubulin_correlation_mean/extract.py,"Computes the Pearson correlation coefficient between Actin and Tubulin pixel intensities within each cell. This measures the spatial colocalization of the two cytoskeletal networks, which may decouple under specific drug treatments."
tubulin_spatial_moment_mean,code,spatial,code/tubulin_spatial_moment_mean/extract.py,Calculates the intensity-weighted average distance of Tubulin pixels from the nuclear centroid. This quantifies whether the microtubule network is collapsed around the nucleus or extended toward the cell periphery.
nuclear_boundary_intensity_gradient,code,intensity,code/nuclear_boundary_intensity_gradient/extract.py,"Measures the average intensity gradient magnitude at the boundary of segmented nuclei. Sharp gradients indicate well-defined nuclear envelopes, while diffuse gradients might suggest envelope breakdown."
dapi_tubulin_overlap_pearson,code,spatial,code/dapi_tubulin_overlap_pearson/extract.py,Calculates the Pearson correlation coefficient between pixel intensities of DAPI and Tubulin channels within the cell. This measures the degree of spatial overlap; overlap increases during mitosis when the nuclear envelope breaks down and m
actin_spatial_radial_distribution_ratio,code,distribution,code/actin_spatial_radial_distribution_ratio/extract.py,Measures the ratio of Actin intensity in the outer 10% of the cell radius (cortex) versus the inner region. This distinguishes cells with strong cortical actin rings (often rounded/mitotic) from those with stress fibers throughout the cytop
cellular_intensity_ratio_actin_tubulin,code,intensity,code/cellular_intensity_ratio_actin_tubulin/extract.py,"Calculates the ratio of total Actin intensity to total Tubulin intensity per cell. This feature captures the balance between the cytoskeleton components, which can be disrupted differentially by actin-targeting vs. tubulin-targeting drugs."
dapi_boundary_irregularity_index,code,morphology,code/dapi_boundary_irregularity_index/extract.py,"Measures the irregularity of the nuclear boundary (perimeter^2 / (4 * pi * area) - 1, or similar metric). Irregular, lobulated nuclei are signs of nuclear stress, senescence, or specific drug toxicities."
actin_skeleton_length_total,code,morphology,code/actin_skeleton_length_total/extract.py,Skeletonizes the Actin channel and sums the total length of the resulting skeleton. This proxies the complexity and density of the actin filament network.
nucleus_actin_centroid_displacement,code,spatial,code/nucleus_actin_centroid_displacement/extract.py,Measures the distance between the centroid of the nucleus and the centroid of the cell (defined by Actin). This quantifies cell polarity and the centering of the nucleus.
actin_intensity_mass_displacement,code,spatial,code/actin_intensity_mass_displacement/extract.py,"Measures the mean distance between the geometric centroid of the cell and the intensity-weighted centroid of the Actin channel. This quantifies cellular polarity and asymmetric cytoskeleton distribution, which can be affected by motility-mo"
tubulin_fiber_alignment_mean,code,texture,code/tubulin_fiber_alignment_mean/extract.py,"Estimates the coherence of local gradients in the Tubulin channel within cells to quantify fiber alignment. High alignment suggests bundling (e.g., Taxol effect), while low alignment indicates a meshwork or depolymerization."
cell_size_heterogeneity,code,distribution,code/cell_size_heterogeneity/extract.py,"Computes the standard deviation of cell areas within the image. A high value indicates a heterogeneous population (e.g., mixture of giant senescent cells and normal cells), which is a hallmark of certain drug responses."
tubulin_fiber_anisotropy,code,texture,code/tubulin_fiber_anisotropy/extract.py,"Quantifies the directionality and alignment of microtubule structures in the Tubulin channel. High anisotropy suggests ordered spindles or bundles, while low anisotropy indicates a disorganized meshwork or depolymerization."
nucleus_tubulin_center_offset,code,spatial,code/nucleus_tubulin_center_offset/extract.py,"Calculates the Euclidean distance between the centroid of the nucleus and the centroid of the tubulin intensity distribution. This measures cellular polarity and symmetry, which can be disrupted by drugs affecting cytoskeletal organization."
tubulin_skeleton_length,code,morphology,code/tubulin_skeleton_length/extract.py,"Computes the total length of the skeletonized microtubule network within a cell. This proxies the density and complexity of the microtubule network, which is reduced by depolymerizing agents like Vinca alkaloids."
nucleus_major_axis_length,code,morphology,code/nucleus_major_axis_length/extract.py,Measures the length of the major axis of the ellipse fitting the nucleus. Elongated nuclei can indicate specific cell cycle phases or deformation due to mechanical stress or drug effects.
cell_neighbor_count,code,spatial,code/cell_neighbor_count/extract.py,"Counts the number of adjacent cells touching or within a small radius of the target cell. This captures local cell density and confluence, which can influence cell morphology and drug response."
dapi_intensity_std_dev,code,intensity,code/dapi_intensity_std_dev/extract.py,Calculates the standard deviation of pixel intensities in the DAPI channel. High standard deviation correlates with the presence of bright heterochromatin foci or apoptotic bodies against a darker nuclear background.
nuclear_shape_irregularity_mean,code,morphology,code/nuclear_shape_irregularity_mean/extract.py,"Measures the mean irregularity of nuclear shapes (e.g., 1 - circularity) in the DAPI channel. Irregular nuclear envelopes can indicate DNA damage, nuclear fragmentation, or cellular stress."
tubulin_radial_distribution_peak_mean,code,distribution,code/tubulin_radial_distribution_peak_mean/extract.py,"Analyzes the radial intensity profile of Tubulin starting from the nuclear centroid. A sharp peak near the center suggests perinuclear collapse or monoastral spindles, while a flat profile indicates a spread network."
actin_filament_contrast_mean,code,texture,code/actin_filament_contrast_mean/extract.py,"Calculates the local contrast (e.g., standard deviation or Haralick contrast) of the Actin channel. High contrast indicates distinct stress fibers, while low contrast suggests diffuse cortical actin."
dapi_chromatin_heterogeneity_mean,code,texture,code/dapi_chromatin_heterogeneity_mean/extract.py,"Measures the entropy or intensity variance of the DAPI signal within nuclei. High heterogeneity correlates with chromatin condensation (e.g., in apoptosis or mitosis)."
total_cellular_occupancy_fraction,code,distribution,code/total_cellular_occupancy_fraction/extract.py,Calculates the fraction of the image area covered by cells (Actin/Tubulin foreground). This serves as a proxy for cell confluence and growth inhibition.
dapi_dna_content_mean,code,intensity,code/dapi_dna_content_mean/extract.py,"Computes the mean integrated intensity (sum of pixel values) of the DAPI channel per nucleus. This proxies for DNA content, helping distinguish G1, S, and G2/M cell cycle phases."
cell_boundary_solidity_mean,code,morphology,code/cell_boundary_solidity_mean/extract.py,"Measures the mean solidity (Area / Convex Hull Area) of cell boundaries defined by Actin. Low solidity indicates rough edges, blebbing, or dendritic protrusions."
cell_clustering_index,code,spatial,code/cell_clustering_index/extract.py,"Calculates the average nearest-neighbor distance between nuclear centroids, normalized by cell density. Measures whether cells are clustered (colonies) or randomly distributed."
dapi_nuclear_boundary_intensity_ratio,code,intensity,code/dapi_nuclear_boundary_intensity_ratio/extract.py,"Measures the ratio of mean intensity at the nuclear boundary (ring) versus the nuclear center. This can detect 'nuclear caps' or marginalization of chromatin, which are specific markers of oxidative stress or early apoptosis."
actin_star_morphology_count,code,morphology,code/actin_star_morphology_count/extract.py,Counts the number of cells exhibiting a 'star-like' or highly spiked actin morphology. This phenotype can be associated with specific cytoskeletal disruptors or cellular contraction.
dapi_tubulin_center_displacement,code,spatial,code/dapi_tubulin_center_displacement/extract.py,Measures the distance between the centroid of the nucleus (DAPI) and the centroid of the tubulin signal (cell body). Large displacements can indicate cell polarization or asymmetric cytoskeletal collapse.
actin_intensity_kurtosis,code,intensity,code/actin_intensity_kurtosis/extract.py,"Computes the kurtosis of the Actin channel intensity distribution. High kurtosis indicates a heavy-tailed distribution, potentially reflecting the formation of bright actin stress fibers or aggregates against a lower background."
actin_cortical_ratio,code,spatial,code/actin_cortical_ratio/extract.py,"Measures the ratio of Actin intensity at the cell periphery (cortex) versus the cell center. This quantifies cytoskeletal reorganization, such as cortical ring formation or stress fiber loss."
actin_haralick_contrast_mean,code,texture,code/actin_haralick_contrast_mean/extract.py,"Computes the Haralick Contrast texture feature for the Actin channel. This measures the local intensity variation, capturing the difference between smooth actin staining and distinct stress fibers."
tubulin_texture_entropy_global,code,texture,code/tubulin_texture_entropy_global/extract.py,"Calculates the entropy of the texture (e.g., via GLCM) in the Tubulin channel across the entire image. This quantifies the disorder of the microtubule network, distinguishing between organized spindles, diffuse depolymerization, and rigid b"
cell_density_local_mean,code,spatial,code/cell_density_local_mean/extract.py,"Calculates the mean distance to the nearest k-neighbors for each nucleus. This measures local cell crowding and clustering, which can indicate contact inhibition or colony formation patterns."
tubulin_radial_profile_slope_mean,code,spatial,code/tubulin_radial_profile_slope_mean/extract.py,"Measures the gradient of Tubulin intensity radiating from the nuclear centroid. A steep drop-off might indicate perinuclear clustering, while a flat profile indicates diffuse distribution."
actin_spatial_moment_displacement_mean,code,spatial,code/actin_spatial_moment_displacement_mean/extract.py,Calculates the distance between the geometric centroid of the cell and the weighted centroid (center of mass) of the Actin intensity. This quantifies cell polarity and asymmetric cytoskeletal distribution.
micronucleus_fraction,code,morphology,code/micronucleus_fraction/extract.py,"Calculates the ratio of small, detached nuclear objects (micronuclei) to normal-sized nuclei. This is a direct indicator of genomic instability or mitotic slippage mentioned in the knowledge base."
nucleus_cell_centroid_distance_mean,code,spatial,code/nucleus_cell_centroid_distance_mean/extract.py,"Measures the Euclidean distance between the centroid of the nucleus and the centroid of the cell (cytoplasm). This captures cell polarity and asymmetry, which can be affected by cytoskeletal disruption."
tubulin_fiber_texture_entropy,code,texture,code/tubulin_fiber_texture_entropy/extract.py,"Calculates the entropy of the texture in the Tubulin (green) channel within cell boundaries. High entropy suggests a disordered microtubule network, while low entropy may indicate stabilization or bundling."
nucleus_cytoplasm_centroid_distance,code,spatial,code/nucleus_cytoplasm_centroid_distance/extract.py,Calculates the Euclidean distance between the centroid of the nucleus and the centroid of the whole cell (cytoplasm). This measures cell polarity and asymmetry.
dapi_tubulin_correlation_r,code,spatial,code/dapi_tubulin_correlation_r/extract.py,"Computes the Pearson correlation coefficient between DAPI and Tubulin pixel intensities within the cell. This measures the degree of spatial overlap, identifying phenotypes where tubulin invades the nuclear space or collapses onto it."
dapi_texture_gabor_mean,code,texture,code/dapi_texture_gabor_mean/extract.py,Applies a bank of Gabor filters to the DAPI channel and calculates the mean response. This captures specific frequency and orientation patterns in chromatin texture that simple statistics might miss.
cell_orientation_entropy,code,spatial,code/cell_orientation_entropy/extract.py,"Measures the entropy of the distribution of cell orientations (major axis angles). High entropy indicates random orientation; low entropy indicates alignment (e.g., due to flow or contact guidance)."
nuclear_intensity_integrated_median,code,intensity,code/nuclear_intensity_integrated_median/extract.py,"Calculates the median integrated intensity (sum of pixel values) per nucleus in the DAPI channel. This correlates with DNA content, helping to distinguish G1 (2N) from G2/M (4N) cells."
actin_area_fraction,code,morphology,code/actin_area_fraction/extract.py,"Calculates the percentage of the image covered by Actin signal (above a threshold). This serves as a proxy for cell confluence and spreading, distinct from simple cell count."
tubulin_actin_correlation_global,code,spatial,code/tubulin_actin_correlation_global/extract.py,Computes the Pearson correlation coefficient between pixel intensities of the Tubulin and Actin channels. This measures the spatial overlap and co-regulation of the two cytoskeletal networks.
nuclear_nearest_neighbor_distance_median,code,spatial,code/nuclear_nearest_neighbor_distance_median/extract.py,"Calculates the median distance from each nucleus to its nearest neighbor. This quantifies spatial clustering, which can indicate colony formation or contact inhibition effects."
actin_per_nucleus_ratio,code,morphology,code/actin_per_nucleus_ratio/extract.py,Calculates the ratio of total Actin area to the number of nuclei. This provides an average 'cell size' estimate without requiring difficult single-cell segmentation in dense clusters.
tubulin_fiber_skeleton_length,code,morphology,code/tubulin_fiber_skeleton_length/extract.py,Estimates the total length of microtubule fibers by skeletonizing the Tubulin channel. This is sensitive to the integrity of the microtubule network versus diffuse staining.
dapi_intensity_skewness_global,code,distribution,code/dapi_intensity_skewness_global/extract.py,"Measures the skewness of the DAPI intensity histogram. A highly skewed distribution indicates a sparse signal (distinct nuclei on dark background), while lower skewness might indicate background noise or nuclear swelling/diffusion."
actin_texture_homogeneity_global,code,texture,code/actin_texture_homogeneity_global/extract.py,"Computes the GLCM homogeneity of the Actin channel. High homogeneity implies a smooth, uniform actin distribution, while low homogeneity suggests distinct structures like stress fibers or cortical rings."
tubulin_intensity_heterogeneity,code,texture,code/tubulin_intensity_heterogeneity/extract.py,Measures the coefficient of variation (std/mean) of pixel intensities in the Tubulin channel within the cytoplasmic region. High heterogeneity may indicate microtubule bundling or disruption compared to a smooth network.
nuclear_eccentricity_variance,code,distribution,code/nuclear_eccentricity_variance/extract.py,"Computes the variance of nuclear eccentricity across the cell population. High variance suggests a mix of normal and aberrant (e.g., elongated or condensed) nuclear shapes."
actin_perimeter_area_ratio,code,morphology,code/actin_perimeter_area_ratio/extract.py,"Calculates the ratio of cell perimeter to cell area based on the Actin channel. High ratios indicate complex, protrusive cell shapes (e.g., filopodia), while low ratios indicate smooth, round shapes."
dapi_entropy,code,texture,code/dapi_entropy/extract.py,Calculates the Shannon entropy of the pixel intensity histogram in the DAPI channel. This measures the complexity of chromatin texture; condensed chromatin (apoptosis) often has lower entropy than normal chromatin.
cell_aspect_ratio_mean,code,morphology,code/cell_aspect_ratio_mean/extract.py,"Calculates the mean aspect ratio (major axis / minor axis) of segmented cells. This quantifies cell elongation, helping to identify phenotypes like fibroblast-like stretching or rounding up due to mitotic arrest."
actin_radial_distribution_mean,code,spatial,code/actin_radial_distribution_mean/extract.py,"Measures how Actin intensity varies with distance from the nucleus center (e.g., ratio of peripheral to perinuclear intensity). This captures spatial organization phenotypes like cortical actin rings vs. stress fibers."
nucleus_tubulin_intensity_ratio_mean,code,spatial,code/nucleus_tubulin_intensity_ratio_mean/extract.py,"Computes the ratio of Tubulin intensity inside the nucleus region versus the cytoplasm. While Tubulin is cytoplasmic, this metric can detect segmentation errors or specific biological events where the nuclear envelope breaks down."
dapi_bright_spot_peak_count,code,texture,code/dapi_bright_spot_peak_count/extract.py,"Detects and counts local intensity maxima (peaks) within the nuclear region that exceed a relative threshold. This serves as a proxy for quantifying nuclear foci (e.g., DNA damage repair sites) mentioned in the MoA knowledge."
actin_texture_haralick_entropy,code,texture,code/actin_texture_haralick_entropy/extract.py,"Computes the Haralick entropy of the Actin channel texture. High entropy indicates a complex, disordered cytoskeletal network, while low entropy may suggest diffuse staining or loss of structural integrity."
tubulin_skeleton_branch_count,code,morphology,code/tubulin_skeleton_branch_count/extract.py,"Skeletons the Tubulin structure and counts the number of branch points. This quantifies the complexity of the microtubule network, distinguishing between dense meshworks and sparse or bundled arrays."
tubulin_spatial_radial_cv_mean,code,spatial,code/tubulin_spatial_radial_cv_mean/extract.py,"Calculates the coefficient of variation of Tubulin intensity in radial bands extending from the nuclear centroid. This specifically targets the 'monoastral spindle' phenotype (Eg5 inhibition), where tubulin is concentrated centrally rather "
tubulin_texture_fiber_alignment_mean,code,texture,code/tubulin_texture_fiber_alignment_mean/extract.py,"Measures the anisotropy or directional coherence of the Tubulin channel using structure tensors or gradient histograms. High alignment scores correspond to the 'microtubule bundling' phenotype (Taxanes), where fibers become rigid and parall"
cell_nucleus_cytoplasm_ratio_mean,code,morphology,code/cell_nucleus_cytoplasm_ratio_mean/extract.py,"Computes the ratio of nuclear area to total cell (cytoplasmic) area. Variations in N/C ratio are indicative of cell cycle stage, differentiation status, or pathological states like multinucleation."
channel_correlation_tubulin_actin,code,spatial,code/channel_correlation_tubulin_actin/extract.py,Calculates the Pearson correlation between Tubulin and Actin channels. This measures the overall integrity and co-organization of the cytoskeleton; disruption by drugs like Vinca alkaloids may uncouple these networks.
dapi_intensity_cv_inter_cell,code,distribution,code/dapi_intensity_cv_inter_cell/extract.py,"Calculates the coefficient of variation of integrated DAPI intensity *between* cells in a field. High inter-cell variance suggests a heterogeneous population with cells arrested in different cell cycle phases (e.g., G1 vs G2/M block)."
actin_spot_count_mean,code,morphology,code/actin_spot_count_mean/extract.py,"Counts the number of high-intensity actin spots (e.g., focal adhesions or aggregates) per cell using a Laplacian of Gaussian (LoG) blob detector. An increase may indicate cytoskeletal rigidification or aggregation."
cell_area_std_dev,code,distribution,code/cell_area_std_dev/extract.py,"Calculates the standard deviation of cell areas across the image. A high standard deviation indicates a heterogeneous population, potentially containing a mix of giant senescent cells and small apoptotic fragments."
actin_skeleton_branch_points,code,morphology,code/actin_skeleton_branch_points/extract.py,Skeletons the Actin channel intensity and counts the number of branch points per cell. This quantifies the complexity and interconnectivity of the actin network.
nuclear_integrated_intensity_sum,code,intensity,code/nuclear_integrated_intensity_sum/extract.py,"Sums the total integrated intensity of DAPI across all nuclei in the image. This serves as a proxy for total DNA content, which can reflect cell count (confluence) as well as ploidy changes if normalized by cell number."
tubulin_fiber_alignment,code,texture,code/tubulin_fiber_alignment/extract.py,"Measures the directional alignment of tubulin fibers in the green channel using structure tensor analysis or gradient orientation. High alignment may indicate microtubule bundling (e.g., Taxol effect), while disorder suggests depolymerizati"
cell_count_normalized,code,distribution,code/cell_count_normalized/extract.py,"Counts the number of segmented nuclei and normalizes by the image area. This provides a measure of cell density, which is a direct proxy for cytotoxicity or cytostatic effects of the drugs."
actin_perimeter_mean,code,morphology,code/actin_perimeter_mean/extract.py,Calculates the mean perimeter of cell boundaries defined by Actin. An increase in perimeter relative to area (fractal dimension) can indicate membrane ruffling or the formation of protrusions like invadopodia.
nucleus_area_median,code,morphology,code/nucleus_area_median/extract.py,Calculates the median area of segmented nuclei based on the DAPI channel. Changes in nuclear size are key indicators of cellular states such as senescence (enlarged) or apoptosis (pyknosis/shrinkage).
nucleus_chromatin_texture_entropy,code,texture,code/nucleus_chromatin_texture_entropy/extract.py,"Measures the entropy of pixel intensities within segmented nuclei in the DAPI channel. High entropy indicates heterogeneous chromatin texture, which correlates with DNA damage or condensation stages."
tubulin_radial_intensity_decay,code,spatial,code/tubulin_radial_intensity_decay/extract.py,"Measures the rate of decay of Tubulin intensity as a function of distance from the nucleus center. This captures the spatial distribution of microtubules, relevant for detecting phenotypes like monoastral spindles where tubulin is centrally"
actin_cell_eccentricity_median,code,morphology,code/actin_cell_eccentricity_median/extract.py,Calculates the median eccentricity (elongation) of cell boundaries defined by the Actin channel. This feature captures gross morphological changes such as the transition from epithelial to mesenchymal-like shapes or rounding due to mitotic 
actin_intensity_skewness_mean,code,intensity,code/actin_intensity_skewness_mean/extract.py,Computes the skewness of the actin intensity distribution within segmented cells. This helps distinguish between cells with uniform actin staining and those with bright cortical rings or localized stress fibers.
cell_packing_density_local,code,distribution,code/cell_packing_density_local/extract.py,Estimates the local density of cells by calculating the mean distance to the nearest neighbor for each nucleus. This feature relates to cell proliferation rates and contact inhibition.
cytoplasm_to_nucleus_area_ratio,code,morphology,code/cytoplasm_to_nucleus_area_ratio/extract.py,Calculates the ratio of cytoplasmic area (Cell area minus Nucleus area) to Nuclear area. This N:C ratio is a classic cytological metric that changes with cell cycle progression and senescence.
actin_tubulin_overlap_manders,code,spatial,code/actin_tubulin_overlap_manders/extract.py,Computes the Manders' Overlap Coefficient between Actin (red) and Tubulin (green) channels within the cell mask. This quantifies the spatial relationship between the two major cytoskeletal components.
